CLIENT_ID,NAME_PRODUCT_TYPE,CAR_AGE,TOTAL_INCOME,PRIORIDAD_VENTA
ES182337782I,PRODUCT 1,17.0,3240.0,1. Urgente (Chatarra)
ES182275321M,PRODUCT 1,15.0,3240.0,2. Alta (Renovación)
ES182107971F,PRODUCT 1,11.0,3240.0,2. Alta (Renovación)
ES182194591N,PRODUCT 1,10.0,3240.0,2. Alta (Renovación)
ES182422919S,PRODUCT 1,10.0,3240.0,2. Alta (Renovación)
ES182135969A,PRODUCT 1,10.0,3240.0,2. Alta (Renovación)
ES182386249L,PRODUCT 1,14.0,3240.0,2. Alta (Renovación)
ES182253237B,PRODUCT 1,13.0,3240.0,2. Alta (Renovación)
ES182254324P,PRODUCT 1,13.0,3240.0,2. Alta (Renovación)
ES182116731U,PRODUCT 1,14.0,3240.0,2. Alta (Renovación)
ES182173104I,PRODUCT 1,13.0,3240.0,2. Alta (Renovación)
ES182139443O,PRODUCT 1,29.0,3240.0,1. Urgente (Chatarra)
ES182146332X,PRODUCT 1,16.0,3240.0,1. Urgente (Chatarra)
ES182259515U,PRODUCT 1,12.0,3240.0,2. Alta (Renovación)
ES182387013A,PRODUCT 1,15.0,3240.0,2. Alta (Renovación)
ES182446810R,PRODUCT 1,27.0,3240.0,1. Urgente (Chatarra)
ES182292117R,PRODUCT 2,12.0,3240.0,2. Alta (Renovación)
ES182377566O,PRODUCT 1,64.0,3240.0,1. Urgente (Chatarra)
ES182412618N,PRODUCT 1,10.0,3240.0,2. Alta (Renovación)
ES182328682S,PRODUCT 2,18.0,3240.0,1. Urgente (Chatarra)
ES182224817X,PRODUCT 1,13.0,3240.0,2. Alta (Renovación)
ES182366573G,PRODUCT 1,16.0,3240.0,1. Urgente (Chatarra)
ES182409971G,PRODUCT 1,13.0,3240.0,2. Alta (Renovación)
ES182168347Y,PRODUCT 1,11.0,3240.0,2. Alta (Renovación)
ES182369202H,PRODUCT 1,18.0,3240.0,1. Urgente (Chatarra)
ES182280519G,PRODUCT 1,21.0,3240.0,1. Urgente (Chatarra)
ES182358400J,PRODUCT 1,10.0,3240.0,2. Alta (Renovación)
ES182442134W,PRODUCT 1,11.0,3240.0,2. Alta (Renovación)
ES182230595B,PRODUCT 1,13.0,3240.0,2. Alta (Renovación)
ES182443945K,PRODUCT 1,11.0,3240.0,2. Alta (Renovación)
ES182398824S,PRODUCT 1,13.0,3240.0,2. Alta (Renovación)
ES182157326Z,PRODUCT 1,12.0,3240.0,2. Alta (Renovación)
ES182387663F,PRODUCT 1,13.0,3240.0,2. Alta (Renovación)
ES182112626J,PRODUCT 1,11.0,3240.0,2. Alta (Renovación)
ES182227949A,PRODUCT 1,13.0,3240.0,2. Alta (Renovación)
ES182320610Z,PRODUCT 1,22.0,3240.0,1. Urgente (Chatarra)
ES182241700C,PRODUCT 1,22.0,3240.0,1. Urgente (Chatarra)
ES182356104M,PRODUCT 1,20.0,3240.0,1. Urgente (Chatarra)
ES182258579I,PRODUCT 1,14.0,3240.0,2. Alta (Renovación)
ES182331189O,PRODUCT 1,11.0,3240.0,2. Alta (Renovación)
ES182185706R,PRODUCT 1,13.0,3240.0,2. Alta (Renovación)
ES182454834G,PRODUCT 1,19.0,3240.0,1. Urgente (Chatarra)
ES182348201R,PRODUCT 1,11.0,3240.0,2. Alta (Renovación)
ES182340106A,PRODUCT 1,19.0,3240.0,1. Urgente (Chatarra)
ES182288407Y,PRODUCT 1,14.0,3240.0,2. Alta (Renovación)
ES182249602A,PRODUCT 1,17.0,3240.0,1. Urgente (Chatarra)
ES182134470M,PRODUCT 1,18.0,3240.0,1. Urgente (Chatarra)
ES182124723I,PRODUCT 1,16.0,3240.0,1. Urgente (Chatarra)
ES182242372I,PRODUCT 1,25.0,3240.0,1. Urgente (Chatarra)
ES182358806M,PRODUCT 2,22.0,3240.0,1. Urgente (Chatarra)
ES182438452O,PRODUCT 1,18.0,3240.0,1. Urgente (Chatarra)
ES182311510Y,PRODUCT 1,10.0,3240.0,2. Alta (Renovación)
ES182112017R,PRODUCT 1,12.0,3240.0,2. Alta (Renovación)
ES182227980H,PRODUCT 1,14.0,3240.0,2. Alta (Renovación)
ES182395941X,PRODUCT 1,14.0,3240.0,2. Alta (Renovación)
ES182225403M,PRODUCT 1,21.0,3240.0,1. Urgente (Chatarra)
ES182353985X,PRODUCT 1,22.0,3240.0,1. Urgente (Chatarra)
ES182342821X,PRODUCT 1,17.0,3240.0,1. Urgente (Chatarra)
ES182406237R,PRODUCT 1,15.0,3240.0,2. Alta (Renovación)
ES182109999Y,PRODUCT 1,18.0,3240.0,1. Urgente (Chatarra)
ES182107304B,PRODUCT 1,19.0,3240.0,1. Urgente (Chatarra)
ES182323227X,PRODUCT 1,35.0,3240.0,1. Urgente (Chatarra)
ES182120384Y,PRODUCT 1,17.0,3240.0,1. Urgente (Chatarra)
ES182130782P,PRODUCT 1,16.0,3240.0,1. Urgente (Chatarra)
ES182127551L,PRODUCT 1,10.0,3240.0,2. Alta (Renovación)
ES182208840V,PRODUCT 1,64.0,3240.0,1. Urgente (Chatarra)
ES182335919T,PRODUCT 1,29.0,3240.0,1. Urgente (Chatarra)
ES182312454T,PRODUCT 1,14.0,3240.0,2. Alta (Renovación)
ES182276258E,PRODUCT 1,10.0,3240.0,2. Alta (Renovación)
ES182418835G,PRODUCT 1,12.0,3240.0,2. Alta (Renovación)
ES182263085T,PRODUCT 1,24.0,3240.0,1. Urgente (Chatarra)
ES182241673O,PRODUCT 1,12.0,3240.0,2. Alta (Renovación)
ES182317973Y,PRODUCT 2,11.0,3240.0,2. Alta (Renovación)
ES182237463R,PRODUCT 1,10.0,3240.0,2. Alta (Renovación)
ES182324063A,PRODUCT 2,13.0,3240.0,2. Alta (Renovación)
ES182353248Z,PRODUCT 1,10.0,3240.0,2. Alta (Renovación)
ES182242197J,PRODUCT 1,16.0,3240.0,1. Urgente (Chatarra)
ES182238122O,PRODUCT 1,14.0,3240.0,2. Alta (Renovación)
ES182295808X,PRODUCT 1,18.0,3240.0,1. Urgente (Chatarra)
ES182175728T,PRODUCT 1,24.0,3240.0,1. Urgente (Chatarra)
ES182393350T,PRODUCT 1,16.0,3240.0,1. Urgente (Chatarra)
ES182313240O,PRODUCT 1,16.0,3240.0,1. Urgente (Chatarra)
ES182378694F,PRODUCT 1,22.0,3240.0,1. Urgente (Chatarra)
ES182245051S,PRODUCT 1,13.0,3240.0,2. Alta (Renovación)
ES182142848E,PRODUCT 1,11.0,3240.0,2. Alta (Renovación)
ES182177123R,PRODUCT 1,14.0,3240.0,2. Alta (Renovación)
ES182390660A,PRODUCT 1,64.5,3240.0,1. Urgente (Chatarra)
ES182224012F,PRODUCT 1,10.0,3240.0,2. Alta (Renovación)
ES182108970V,PRODUCT 1,19.0,3240.0,1. Urgente (Chatarra)
ES182271713R,PRODUCT 1,64.0,3240.0,1. Urgente (Chatarra)
ES182389663U,PRODUCT 2,10.0,3240.0,2. Alta (Renovación)
ES182282940K,PRODUCT 2,15.0,3240.0,2. Alta (Renovación)
ES182194661G,PRODUCT 1,17.0,3240.0,1. Urgente (Chatarra)
ES182185698E,PRODUCT 1,10.0,3240.0,2. Alta (Renovación)
ES182286291H,PRODUCT 1,18.0,3240.0,1. Urgente (Chatarra)
ES182159932M,PRODUCT 1,12.0,3240.0,2. Alta (Renovación)
ES182209069X,PRODUCT 1,15.0,3240.0,2. Alta (Renovación)
ES182345320Z,PRODUCT 1,26.0,3240.0,1. Urgente (Chatarra)
ES182392410L,PRODUCT 1,17.0,3240.0,1. Urgente (Chatarra)
ES182275182E,PRODUCT 1,12.0,3240.0,2. Alta (Renovación)
ES182316999V,PRODUCT 1,21.0,3240.0,1. Urgente (Chatarra)
ES182126177J,PRODUCT 1,12.0,3240.0,2. Alta (Renovación)
ES182348869A,PRODUCT 1,26.0,3240.0,1. Urgente (Chatarra)
ES182195562I,PRODUCT 1,11.0,3240.0,2. Alta (Renovación)
ES182322609M,PRODUCT 1,19.0,3240.0,1. Urgente (Chatarra)
ES182246180L,PRODUCT 1,64.5,3240.0,1. Urgente (Chatarra)
ES182310803K,PRODUCT 2,12.0,3240.0,2. Alta (Renovación)
ES182105131R,PRODUCT 1,12.0,3240.0,2. Alta (Renovación)
ES182193713G,PRODUCT 1,64.5,3240.0,1. Urgente (Chatarra)
ES182259436F,PRODUCT 1,14.0,3240.0,2. Alta (Renovación)
ES182309231S,PRODUCT 1,18.0,3240.0,1. Urgente (Chatarra)
ES182425130C,PRODUCT 1,23.0,3240.0,1. Urgente (Chatarra)
ES182261183S,PRODUCT 1,22.0,3240.0,1. Urgente (Chatarra)
ES182133504S,PRODUCT 1,13.0,3240.0,2. Alta (Renovación)
ES182256764D,PRODUCT 1,12.0,3240.0,2. Alta (Renovación)
ES182112240X,PRODUCT 2,18.0,3240.0,1. Urgente (Chatarra)
ES182191697W,PRODUCT 2,11.0,3240.0,2. Alta (Renovación)
ES182181134O,PRODUCT 1,16.0,3240.0,1. Urgente (Chatarra)
ES182232480E,PRODUCT 1,13.0,3240.0,2. Alta (Renovación)
ES182320098U,PRODUCT 1,24.0,3240.0,1. Urgente (Chatarra)
ES182105974J,PRODUCT 1,18.0,3240.0,1. Urgente (Chatarra)
ES182129290Z,PRODUCT 1,13.0,3240.0,2. Alta (Renovación)
ES182312533F,PRODUCT 1,14.0,3240.0,2. Alta (Renovación)
ES182363415N,PRODUCT 1,21.0,3240.0,1. Urgente (Chatarra)
ES182300154T,PRODUCT 2,64.0,3240.0,1. Urgente (Chatarra)
ES182230409Q,PRODUCT 1,15.0,3240.0,2. Alta (Renovación)
ES182396075B,PRODUCT 1,19.0,3240.0,1. Urgente (Chatarra)
ES182278023G,PRODUCT 1,11.0,3240.0,2. Alta (Renovación)
ES182187219O,PRODUCT 1,13.0,3240.0,2. Alta (Renovación)
ES182331047X,PRODUCT 1,18.0,3240.0,1. Urgente (Chatarra)
ES182170736V,PRODUCT 1,22.0,3240.0,1. Urgente (Chatarra)
ES182294382V,PRODUCT 1,11.0,3240.0,2. Alta (Renovación)
ES182357267H,PRODUCT 1,20.0,3240.0,1. Urgente (Chatarra)
ES182347107Y,PRODUCT 1,17.0,3240.0,1. Urgente (Chatarra)
ES182398213C,PRODUCT 1,18.0,3240.0,1. Urgente (Chatarra)
ES182393989F,PRODUCT 1,11.0,3240.0,2. Alta (Renovación)
ES182305176A,PRODUCT 1,19.0,3240.0,1. Urgente (Chatarra)
ES182375670Z,PRODUCT 1,31.0,3240.0,1. Urgente (Chatarra)
ES182220184P,PRODUCT 1,11.0,3240.0,2. Alta (Renovación)
ES182319990I,PRODUCT 2,19.0,3240.0,1. Urgente (Chatarra)
ES182118090T,PRODUCT 1,26.0,3240.0,1. Urgente (Chatarra)
ES182284990C,PRODUCT 2,64.0,3240.0,1. Urgente (Chatarra)
ES182113553F,PRODUCT 1,16.0,3240.0,1. Urgente (Chatarra)
ES182129250X,PRODUCT 1,13.0,3240.0,2. Alta (Renovación)
ES182254714Z,PRODUCT 1,17.0,3240.0,1. Urgente (Chatarra)
ES182345009M,PRODUCT 1,64.0,3240.0,1. Urgente (Chatarra)
ES182366017S,PRODUCT 1,18.0,3240.0,1. Urgente (Chatarra)
ES182115776Y,PRODUCT 1,19.0,3240.0,1. Urgente (Chatarra)
ES182421340A,PRODUCT 1,12.0,3240.0,2. Alta (Renovación)
ES182144868O,PRODUCT 1,64.5,3240.0,1. Urgente (Chatarra)
ES182421294W,PRODUCT 1,14.0,3240.0,2. Alta (Renovación)
ES182305921T,PRODUCT 1,10.0,3240.0,2. Alta (Renovación)
ES182126085L,PRODUCT 1,12.0,3240.0,2. Alta (Renovación)
ES182413254D,PRODUCT 1,14.0,3240.0,2. Alta (Renovación)
ES182385855E,PRODUCT 1,17.0,3240.0,1. Urgente (Chatarra)
ES182394756F,PRODUCT 1,17.0,3240.0,1. Urgente (Chatarra)
ES182136974P,PRODUCT 1,11.0,3240.0,2. Alta (Renovación)
ES182127796Y,PRODUCT 1,18.0,3213.0,1. Urgente (Chatarra)
ES182226402S,PRODUCT 1,12.0,3210.35,2. Alta (Renovación)
ES182143344Q,PRODUCT 1,10.0,3186.0,2. Alta (Renovación)
ES182140372S,PRODUCT 1,10.0,3186.0,2. Alta (Renovación)
ES182288020R,PRODUCT 1,18.0,3186.0,1. Urgente (Chatarra)
ES182213790U,PRODUCT 1,15.0,3186.0,2. Alta (Renovación)
ES182396282P,PRODUCT 1,16.0,3186.0,1. Urgente (Chatarra)
ES182310756K,PRODUCT 1,12.0,3186.0,2. Alta (Renovación)
ES182424048L,PRODUCT 1,23.0,3186.0,1. Urgente (Chatarra)
ES182374258Q,PRODUCT 1,16.0,3186.0,1. Urgente (Chatarra)
ES182225043R,PRODUCT 1,25.0,3186.0,1. Urgente (Chatarra)
ES182331158O,PRODUCT 1,25.0,3186.0,1. Urgente (Chatarra)
ES182382097F,PRODUCT 1,14.0,3186.0,2. Alta (Renovación)
ES182271860V,PRODUCT 1,21.0,3164.4,1. Urgente (Chatarra)
ES182199802L,PRODUCT 1,10.0,3153.6,2. Alta (Renovación)
ES182369857V,PRODUCT 1,15.0,3132.0,2. Alta (Renovación)
ES182344017H,PRODUCT 1,18.0,3132.0,1. Urgente (Chatarra)
ES182422200B,PRODUCT 1,13.0,3132.0,2. Alta (Renovación)
ES182405172F,PRODUCT 1,12.0,3132.0,2. Alta (Renovación)
ES182179669H,PRODUCT 1,12.0,3132.0,2. Alta (Renovación)
ES182171090Q,PRODUCT 1,64.0,3132.0,1. Urgente (Chatarra)
ES182442014H,PRODUCT 1,18.0,3132.0,1. Urgente (Chatarra)
ES182158947D,PRODUCT 1,10.0,3132.0,2. Alta (Renovación)
ES182135652X,PRODUCT 2,64.5,3132.0,1. Urgente (Chatarra)
ES182139233F,PRODUCT 1,15.0,3132.0,2. Alta (Renovación)
ES182262906C,PRODUCT 1,17.0,3132.0,1. Urgente (Chatarra)
ES182427450L,PRODUCT 1,19.0,3132.0,1. Urgente (Chatarra)
ES182444975W,PRODUCT 1,13.0,3132.0,2. Alta (Renovación)
ES182112093H,PRODUCT 2,11.0,3132.0,2. Alta (Renovación)
ES182414509W,PRODUCT 1,20.0,3132.0,1. Urgente (Chatarra)
ES182282846K,PRODUCT 1,12.0,3132.0,2. Alta (Renovación)
ES182235528E,PRODUCT 1,18.0,3132.0,1. Urgente (Chatarra)
ES182335715B,PRODUCT 1,14.0,3132.0,2. Alta (Renovación)
ES182443820U,PRODUCT 1,13.0,3132.0,2. Alta (Renovación)
ES182356407I,PRODUCT 1,13.0,3132.0,2. Alta (Renovación)
ES182406162H,PRODUCT 1,11.0,3132.0,2. Alta (Renovación)
ES182437804M,PRODUCT 1,11.0,3132.0,2. Alta (Renovación)
ES182380378A,PRODUCT 1,17.0,3132.0,1. Urgente (Chatarra)
ES182277160A,PRODUCT 1,12.0,3132.0,2. Alta (Renovación)
ES182153976R,PRODUCT 1,14.0,3132.0,2. Alta (Renovación)
ES182189169F,PRODUCT 1,64.5,3132.0,1. Urgente (Chatarra)
ES182379064D,PRODUCT 1,18.0,3132.0,1. Urgente (Chatarra)
ES182398663S,PRODUCT 1,16.0,3132.0,1. Urgente (Chatarra)
ES182409468H,PRODUCT 1,15.0,3132.0,2. Alta (Renovación)
ES182128333V,PRODUCT 1,15.0,3132.0,2. Alta (Renovación)
ES182444526J,PRODUCT 1,13.0,3132.0,2. Alta (Renovación)
ES182107420O,PRODUCT 1,16.0,3132.0,1. Urgente (Chatarra)
ES182141273S,PRODUCT 1,16.0,3132.0,1. Urgente (Chatarra)
ES182146371Z,PRODUCT 1,10.0,3132.0,2. Alta (Renovación)
ES182120968U,PRODUCT 1,21.0,3132.0,1. Urgente (Chatarra)
ES182289043S,PRODUCT 1,15.0,3132.0,2. Alta (Renovación)
ES182337596L,PRODUCT 1,17.0,3132.0,1. Urgente (Chatarra)
ES182387099Z,PRODUCT 1,17.0,3132.0,1. Urgente (Chatarra)
ES182405934H,PRODUCT 1,18.0,3132.0,1. Urgente (Chatarra)
ES182110690W,PRODUCT 1,16.0,3132.0,1. Urgente (Chatarra)
ES182325760R,PRODUCT 1,17.0,3132.0,1. Urgente (Chatarra)
ES182400746I,PRODUCT 1,22.0,3121.2,1. Urgente (Chatarra)
ES182161451P,PRODUCT 1,10.0,3105.0,2. Alta (Renovación)
ES182257903Q,PRODUCT 1,19.0,3105.0,1. Urgente (Chatarra)
ES182184022E,PRODUCT 1,13.0,3078.0,2. Alta (Renovación)
ES182205830U,PRODUCT 1,14.0,3078.0,2. Alta (Renovación)
ES182338045G,PRODUCT 1,11.0,3078.0,2. Alta (Renovación)
ES182304955D,PRODUCT 1,12.0,3078.0,2. Alta (Renovación)
ES182152490H,PRODUCT 1,16.0,3078.0,1. Urgente (Chatarra)
ES182354012N,PRODUCT 1,22.0,3078.0,1. Urgente (Chatarra)
ES182177108U,PRODUCT 1,16.0,3078.0,1. Urgente (Chatarra)
ES182373904L,PRODUCT 1,10.0,3078.0,2. Alta (Renovación)
ES182428068A,PRODUCT 1,14.0,3078.0,2. Alta (Renovación)
ES182126350X,PRODUCT 1,16.0,3078.0,1. Urgente (Chatarra)
ES182231383Q,PRODUCT 2,30.0,3078.0,1. Urgente (Chatarra)
ES182314571L,PRODUCT 1,21.0,3078.0,1. Urgente (Chatarra)
ES182306725D,PRODUCT 1,64.0,3078.0,1. Urgente (Chatarra)
ES182204154F,PRODUCT 1,64.0,3078.0,1. Urgente (Chatarra)
ES182253914I,PRODUCT 1,12.0,3078.0,2. Alta (Renovación)
ES182349400C,PRODUCT 1,13.0,3078.0,2. Alta (Renovación)
ES182219317A,PRODUCT 1,11.0,3078.0,2. Alta (Renovación)
ES182142368L,PRODUCT 1,17.0,3078.0,1. Urgente (Chatarra)
ES182204815L,PRODUCT 1,64.5,3078.0,1. Urgente (Chatarra)
ES182261319G,PRODUCT 1,14.0,3078.0,2. Alta (Renovación)
ES182202858P,PRODUCT 1,64.0,3078.0,1. Urgente (Chatarra)
ES182382864R,PRODUCT 1,14.0,3078.0,2. Alta (Renovación)
ES182273016K,PRODUCT 1,64.0,3078.0,1. Urgente (Chatarra)
ES182252601U,PRODUCT 2,15.0,3078.0,2. Alta (Renovación)
ES182348755H,PRODUCT 1,10.0,3078.0,2. Alta (Renovación)
ES182402175A,PRODUCT 1,11.0,3078.0,2. Alta (Renovación)
ES182422822Y,PRODUCT 1,18.0,3078.0,1. Urgente (Chatarra)
ES182216428J,PRODUCT 1,10.0,3078.0,2. Alta (Renovación)
ES182154135X,PRODUCT 2,20.0,3078.0,1. Urgente (Chatarra)
ES182351267C,PRODUCT 1,13.0,3078.0,2. Alta (Renovación)
ES182322686U,PRODUCT 1,19.0,3078.0,1. Urgente (Chatarra)
ES182371651T,PRODUCT 1,20.0,3078.0,1. Urgente (Chatarra)
ES182394608P,PRODUCT 1,17.0,3078.0,1. Urgente (Chatarra)
ES182314945M,PRODUCT 1,13.0,3078.0,2. Alta (Renovación)
ES182392574H,PRODUCT 1,14.0,3078.0,2. Alta (Renovación)
ES182383398B,PRODUCT 2,10.0,3078.0,2. Alta (Renovación)
ES182111325R,PRODUCT 1,10.0,3078.0,2. Alta (Renovación)
ES182157105X,PRODUCT 1,18.0,3078.0,1. Urgente (Chatarra)
ES182311364P,PRODUCT 1,17.0,3078.0,1. Urgente (Chatarra)
ES182227157L,PRODUCT 1,28.0,3078.0,1. Urgente (Chatarra)
ES182230812J,PRODUCT 1,10.0,3076.87,2. Alta (Renovación)
ES182378847J,PRODUCT 1,21.0,3040.2,1. Urgente (Chatarra)
ES182210824V,PRODUCT 1,64.0,3024.0,1. Urgente (Chatarra)
ES182296892S,PRODUCT 1,13.0,3024.0,2. Alta (Renovación)
ES182316031E,PRODUCT 1,26.0,3024.0,1. Urgente (Chatarra)
ES182398733J,PRODUCT 1,17.0,3024.0,1. Urgente (Chatarra)
ES182372358Z,PRODUCT 1,12.0,3024.0,2. Alta (Renovación)
ES182358825L,PRODUCT 1,16.0,3024.0,1. Urgente (Chatarra)
ES182371884O,PRODUCT 1,19.0,3024.0,1. Urgente (Chatarra)
ES182213210C,PRODUCT 1,18.0,3024.0,1. Urgente (Chatarra)
ES182162956P,PRODUCT 1,12.0,3024.0,2. Alta (Renovación)
ES182229533H,PRODUCT 1,16.0,3024.0,1. Urgente (Chatarra)
ES182160494F,PRODUCT 1,24.0,3024.0,1. Urgente (Chatarra)
ES182123795Q,PRODUCT 1,13.0,3024.0,2. Alta (Renovación)
ES182311653C,PRODUCT 1,64.5,3024.0,1. Urgente (Chatarra)
ES182109010U,PRODUCT 1,11.0,3024.0,2. Alta (Renovación)
ES182119050F,PRODUCT 1,14.0,3024.0,2. Alta (Renovación)
ES182452118X,PRODUCT 2,20.0,3024.0,1. Urgente (Chatarra)
ES182136970Z,PRODUCT 1,17.0,3024.0,1. Urgente (Chatarra)
ES182120709C,PRODUCT 1,64.0,3024.0,1. Urgente (Chatarra)
ES182105188H,PRODUCT 1,22.0,3024.0,1. Urgente (Chatarra)
ES182367451H,PRODUCT 1,15.0,3024.0,2. Alta (Renovación)
ES182353480N,PRODUCT 1,12.0,3024.0,2. Alta (Renovación)
ES182407818S,PRODUCT 2,64.0,3024.0,1. Urgente (Chatarra)
ES182311138H,PRODUCT 1,18.0,3024.0,1. Urgente (Chatarra)
ES182166411O,PRODUCT 1,23.0,3024.0,1. Urgente (Chatarra)
ES182229833J,PRODUCT 1,22.0,3024.0,1. Urgente (Chatarra)
ES182280131A,PRODUCT 1,64.5,3024.0,1. Urgente (Chatarra)
ES182439372O,PRODUCT 1,16.0,3024.0,1. Urgente (Chatarra)
ES182414477Y,PRODUCT 1,12.0,3024.0,2. Alta (Renovación)
ES182114251N,PRODUCT 1,21.0,3024.0,1. Urgente (Chatarra)
ES182109513T,PRODUCT 1,16.0,3024.0,1. Urgente (Chatarra)
ES182316510H,PRODUCT 1,29.0,3024.0,1. Urgente (Chatarra)
ES182107423X,PRODUCT 1,15.0,3024.0,2. Alta (Renovación)
ES182312373O,PRODUCT 1,12.0,3024.0,2. Alta (Renovación)
ES182312508B,PRODUCT 2,17.0,3024.0,1. Urgente (Chatarra)
ES182424763C,PRODUCT 1,15.0,3024.0,2. Alta (Renovación)
ES182118997M,PRODUCT 1,11.0,3024.0,2. Alta (Renovación)
ES182191511Q,PRODUCT 1,14.0,3024.0,2. Alta (Renovación)
ES182396843I,PRODUCT 1,13.0,3024.0,2. Alta (Renovación)
ES182437285G,PRODUCT 1,18.0,3024.0,1. Urgente (Chatarra)
ES182387270E,PRODUCT 1,11.0,3024.0,2. Alta (Renovación)
ES182372631U,PRODUCT 1,15.0,3024.0,2. Alta (Renovación)
ES182423817S,PRODUCT 1,21.0,3024.0,1. Urgente (Chatarra)
ES182315340Y,PRODUCT 1,15.0,3024.0,2. Alta (Renovación)
ES182254970R,PRODUCT 1,13.0,2997.0,2. Alta (Renovación)
ES182351359S,PRODUCT 1,12.0,2970.0,2. Alta (Renovación)
ES182335651R,PRODUCT 1,13.0,2970.0,2. Alta (Renovación)
ES182280087E,PRODUCT 2,10.0,2970.0,2. Alta (Renovación)
ES182160697Y,PRODUCT 1,13.0,2970.0,2. Alta (Renovación)
ES182445061D,PRODUCT 1,15.0,2970.0,2. Alta (Renovación)
ES182174837O,PRODUCT 1,12.0,2970.0,2. Alta (Renovación)
ES182132621K,PRODUCT 1,13.0,2970.0,2. Alta (Renovación)
ES182249670L,PRODUCT 2,19.0,2970.0,1. Urgente (Chatarra)
ES182159970D,PRODUCT 1,12.0,2970.0,2. Alta (Renovación)
ES182191478G,PRODUCT 1,15.0,2970.0,2. Alta (Renovación)
ES182233165X,PRODUCT 1,19.0,2970.0,1. Urgente (Chatarra)
ES182236245N,PRODUCT 1,10.0,2970.0,2. Alta (Renovación)
ES182196687K,PRODUCT 1,16.0,2970.0,1. Urgente (Chatarra)
ES182185257H,PRODUCT 1,15.0,2970.0,2. Alta (Renovación)
ES182144983T,PRODUCT 1,10.0,2970.0,2. Alta (Renovación)
ES182179658F,PRODUCT 1,12.0,2970.0,2. Alta (Renovación)
ES182251304S,PRODUCT 1,10.0,2970.0,2. Alta (Renovación)
ES182182960Z,PRODUCT 1,12.0,2970.0,2. Alta (Renovación)
ES182240214O,PRODUCT 1,12.0,2970.0,2. Alta (Renovación)
ES182240523V,PRODUCT 1,16.0,2970.0,1. Urgente (Chatarra)
ES182130990A,PRODUCT 1,15.0,2970.0,2. Alta (Renovación)
ES182335043C,PRODUCT 1,10.0,2970.0,2. Alta (Renovación)
ES182406434P,PRODUCT 1,14.0,2970.0,2. Alta (Renovación)
ES182229498Y,PRODUCT 1,25.0,2970.0,1. Urgente (Chatarra)
ES182139729U,PRODUCT 1,26.0,2970.0,1. Urgente (Chatarra)
ES182395890Z,PRODUCT 1,12.0,2970.0,2. Alta (Renovación)
ES182424142O,PRODUCT 1,10.0,2970.0,2. Alta (Renovación)
ES182422271Y,PRODUCT 1,12.0,2970.0,2. Alta (Renovación)
ES182365320R,PRODUCT 1,16.0,2970.0,1. Urgente (Chatarra)
ES182190755V,PRODUCT 1,12.0,2970.0,2. Alta (Renovación)
ES182409337T,PRODUCT 1,14.0,2970.0,2. Alta (Renovación)
ES182434820F,PRODUCT 1,13.0,2970.0,2. Alta (Renovación)
ES182452044K,PRODUCT 1,13.0,2970.0,2. Alta (Renovación)
ES182381847J,PRODUCT 1,64.0,2970.0,1. Urgente (Chatarra)
ES182238839S,PRODUCT 1,10.0,2970.0,2. Alta (Renovación)
ES182276454U,PRODUCT 1,12.0,2970.0,2. Alta (Renovación)
ES182281591A,PRODUCT 1,24.0,2970.0,1. Urgente (Chatarra)
ES182281470O,PRODUCT 1,25.0,2970.0,1. Urgente (Chatarra)
ES182155822X,PRODUCT 1,10.0,2970.0,2. Alta (Renovación)
ES182360555Q,PRODUCT 1,12.0,2970.0,2. Alta (Renovación)
ES182437296E,PRODUCT 1,23.0,2970.0,1. Urgente (Chatarra)
ES182428847I,PRODUCT 1,15.0,2970.0,2. Alta (Renovación)
ES182284972P,PRODUCT 1,13.0,2970.0,2. Alta (Renovación)
ES182242086M,PRODUCT 1,17.0,2970.0,1. Urgente (Chatarra)
ES182163920Y,PRODUCT 1,16.0,2970.0,1. Urgente (Chatarra)
ES182393881F,PRODUCT 1,15.0,2970.0,2. Alta (Renovación)
ES182282869M,PRODUCT 1,64.0,2970.0,1. Urgente (Chatarra)
ES182208403M,PRODUCT 1,19.0,2970.0,1. Urgente (Chatarra)
ES182396144P,PRODUCT 1,21.0,2970.0,1. Urgente (Chatarra)
ES182108201O,PRODUCT 1,11.0,2970.0,2. Alta (Renovación)
ES182405721R,PRODUCT 1,10.0,2970.0,2. Alta (Renovación)
ES182310264N,PRODUCT 1,18.0,2970.0,1. Urgente (Chatarra)
ES182445270Z,PRODUCT 1,19.0,2970.0,1. Urgente (Chatarra)
ES182124420Y,PRODUCT 1,11.0,2970.0,2. Alta (Renovación)
ES182261419R,PRODUCT 1,16.0,2970.0,1. Urgente (Chatarra)
ES182395526F,PRODUCT 1,64.0,2970.0,1. Urgente (Chatarra)
ES182451410I,PRODUCT 1,24.0,2970.0,1. Urgente (Chatarra)
ES182403908P,PRODUCT 1,19.0,2970.0,1. Urgente (Chatarra)
ES182321890I,PRODUCT 1,21.0,2970.0,1. Urgente (Chatarra)
ES182310484U,PRODUCT 1,19.0,2970.0,1. Urgente (Chatarra)
ES182167213H,PRODUCT 1,13.0,2970.0,2. Alta (Renovación)
ES182448060Q,PRODUCT 1,18.0,2970.0,1. Urgente (Chatarra)
ES182412307U,PRODUCT 1,32.0,2970.0,1. Urgente (Chatarra)
